# plant=hardware controller=computed_torque payload_g=151
t,q0,q1,q2,q3,q4,q5,qd0,qd1,qd2,qd3,qd4,qd5,tau0,tau1,tau2,tau3,tau4,tau5,ee_x,ee_y,ee_z,estimated_payload_mass
0.0050000000000000001,0.0076699039394282058,0.085902924121595906,0.015339807878856412,0.030679615757712823,0.026077673394055902,-0.23009711818284617,0,0,0,0,0,0,-0.0143225104832902,-0.76897403654945617,-0.54231505122211099,-0.17626592341272271,-0.035939656451831309,0.26149710514927038,0.40092935871412161,-0.0034442440520134018,0.20883471794036301,nan
0.01,0.0076699039394282058,0.085902924121595906,0.015339807878856412,0.030679615757712823,0.026077673394055902,-0.23009711818284617,0,0,0,0,0,0,-0.0061295053666008334,-0.76159741438998618,-0.54854284267978548,-0.1719357095430446,-0.032589252753626077,0.2614944878450865,0.40092935871412161,-0.0034442440520134018,0.20883471794036301,nan
0.014999999999999999,0.0076699039394282058,0.085902924121595906,0.015339807878856412,0.030679615757712823,0.026077673394055902,-0.23009711818284617,0,0,0,0,0,0,0.0019868161669173638,-0.75428983476263156,-0.55471234424780225,-0.16764602491882596,-0.02927020762983756,0.26149189503792908,0.40092935871412161,-0.0034442440520134018,0.20883471794036301,nan
0.02,0.0076699039394282058,0.085902924121595906,0.015339807878856412,0.030679615757712823,0.026077673394055902,-0.23009711818284617,0,0,0,0,0,0,0.010031924062058835,-0.74704637276921293,-0.56082771382365826,-0.163393978533595,-0.025980284230493485,0.26148932498039174,0.40092935871412161,-0.0034442440520134018,0.20883471794036301,nan
0.025000000000000001,0.0076699039394282058,0.085902924121595906,0.015339807878856412,0.030679615757712823,0.026077673394055902,-0.23009711818284617,0,0,0,0,0,0,0.018011095606296157,-0.73986227697174622,-0.56689296285924062,-0.15917678120522838,-0.022717324489876459,0.26148677598661363,0.40092935871412161,-0.0034442440520134018,0.20883471794036301,nan
0.030000000000000002,0.0076699039394282058,0.085902924121595906,0.015339807878856412,0.030679615757712823,0.026077673394055902,-0.23009711818284617,0,0,0,0,0,0,0.025929417899745743,-0.73273296716859482,-0.57291195823833629,-0.15499174427051063,-0.019479248116469457,0.26148424643149032,0.40092935871412161,-0.0034442440520134018,0.20883471794036301,nan
0.035000000000000003,0.0076699039394282058,0.085902924121595906,0.015339807878856412,0.030679615757712823,0.026077673394055902,-0.23009711818284617,0,0,0,0,0,0,0.03379179032513354,-0.72565403217061997,-0.57888842415413833,-0.15083627827969409,-0.016264051582901257,0.26148173474988501,0.40092935871412161,-0.0034442440520134018,0.20883471794036301,nan
0.040000000000000001,0.0076699039394282058,0.085902924121595906,0.015339807878856412,0.030679615757712823,0.026077673394055902,-0.23009711818284617,0,0,0,0,0,0,0.041602927017760638,-0.71862122757733282,-0.58482594398675514,-0.14670789169105833,-0.013069807115891887,0.26147923943583901,0.40092935871412161,-0.0034442440520134018,0.20883471794036301,nan
0.044999999999999998,0.0076699039394282058,0.085902924121595906,0.015339807878856412,0.030679615757712823,0.026077673394055902,-0.23009711818284617,0,0,0,0,0,0,0.049367359335468958,-0.71163047355304465,-0.5907279621807161,-0.14260418956546964,-0.0098946616861980835,0.26147675904178319,0.40092935871412161,-0.0034442440520134018,0.20883471794036301,nan
0.049999999999999996,0.0076699039394282058,0.085902924121595906,0.015339807878856412,0.030679615757712823,0.026077673394055902,-0.23009711818284617,0,0,0,0,0,0,0.057089438328606884,-0.70467785260301952,-0.59659778612248193,-0.13852287226094112,-0.0067368359985587349,0.2614742921777487,0.40092935871412161,-0.0034442440520134018,0.20883471794036301,nan
