# plant=hardware controller=adaptive_computed_torque payload_g=273
t,q0,q1,q2,q3,q4,q5,qd0,qd1,qd2,qd3,qd4,qd5,tau0,tau1,tau2,tau3,tau4,tau5,ee_x,ee_y,ee_z,estimated_payload_mass
0.0050000000000000001,0.0076699039394282058,0.13652429012182207,0.021475731030398976,0.049087385212340517,0.030679615757712823,0.019941750242513337,0,0,0,0,0,0,-0.032266369966919353,-2.9399999999999999,-2.3515979281305182,-1.1684271909693,-0.038627376230827098,-0.018189010930720059,0.40460827738559407,-0.0034172684190397107,0.18722045477552324,0.62816220110889143
0.01,0.0076699039394282058,0.13652429012182207,0.021475731030398976,0.049087385212340517,0.030679615757712823,0.019941750242513337,0,0,0,0,0,0,-0.012229696432306088,-2.929001656917805,-2.3546918270703006,-1.162390430181329,-0.035644355507785233,-0.018193940933357796,0.40460827738559407,-0.0034172684190397107,0.18722045477552324,0.62816220110889143
0.014999999999999999,0.0076699039394282058,0.13652429012182207,0.021475731030398976,0.049087385212340517,0.030679615757712823,0.019941750242513337,0,0,0,0,0,0,0.0076194410395827626,-2.9169965265519018,-2.3577567682280116,-1.1564101713046067,-0.032689254786556966,-0.01819882479294278,0.40460827738559407,-0.0034172684190397107,0.18722045477552324,0.62816220110889143
0.02,0.0076699039394282058,0.13652429012182207,0.021475731030398976,0.049087385212340517,0.030679615757712823,0.019941750242513337,0,0,0,0,0,0,0.027294419652415084,-2.905096730728133,-2.360794817201826,-1.1504823839805811,-0.029760082495253394,-0.018203665800922031,0.40460827738559407,-0.0034172684190397107,0.18722045477552324,0.62816220110889143
0.025000000000000001,0.0076699039394282058,0.13652429012182207,0.021475731030398976,0.049087385212340517,0.030679615757712823,0.019941750242513337,0,0,0,0,0,0,0.046808145450399435,-2.8932944636290667,-2.3638079668373315,-1.1446031798042491,-0.026854917207283484,-0.018208467132814269,0.40460827738559407,-0.0034172684190397107,0.18722045477552324,0.62816220110889143
0.030000000000000002,0.0076699039394282058,0.13652429012182207,0.021475731030398976,0.049087385212340517,0.030679615757712823,0.019941750242513337,0,0,0,0,0,0,0.066173059358790809,-2.8815822007499396,-2.3667981381602647,-1.1387688105042419,-0.023971906742055155,-0.018213231849696192,0.40460827738559407,-0.0034172684190397107,0.18722045477552324,0.62816220110889143
0.035000000000000003,0.0076699039394282058,0.13652429012182207,0.021475731030398976,0.047553404424454875,0.030679615757712823,0.019941750242513337,0,0,0,-0.30679615757712858,0,0,0.085401143224396625,-2.8699526952452272,-2.3697671813092214,-1.1329756661229058,-0.021109267265676808,-0.01821796289968871,0.40464030511642568,-0.0034175140734756782,0.18746329483741642,0.62816220110889143
0.040000000000000001,0.0076699039394282058,0.13652429012182207,0.021475731030398976,0.046019423636569232,0.030679615757712823,0.019941750242513337,0,0,0,-0.30679615757712858,0,0,0.10449116971408325,-2.8220116973991898,-2.3385546907562818,-1.0731140052859605,-0.01823368611487361,-0.018281581221069178,0.40467196030868868,-0.0034177568705205815,0.18770618374494613,0.62816220110889143
0.044999999999999998,0.0076699039394282058,0.13499030933393641,0.023009711818284616,0.046019423636569232,0.030679615757712823,0.019941750242513337,0,-0.30679615757713274,0.30679615757712786,0,0,0,0.12349534475428382,-2.8090746016805181,-2.3400987118121677,-1.0650562398110224,-0.015406105462627096,-0.018287532648138458,0.40450668685881497,-0.0034164892141785599,0.18777211066769078,0.62816220110889143
0.049999999999999996,0.0076699039394282058,0.13345632854605077,0.023009711818284616,0.042951462060797953,0.030679615757712823,0.019941750242513337,0,-0.30679615757712719,0,-0.61359231515425572,0,0,0.1424465143758748,-2.7703895760344763,-2.4023934269725022,-1.1067651752452257,-0.012609451819602366,-0.01824630877624064,0.40445856601769248,-0.0034161201247121138,0.18877236841793724,0.62816220110889143
0.054999999999999993,0.0076699039394282058,0.13345632854605077,0.023009711818284616,0.04141748127291231,0.030679615757712823,0.019941750242513337,0,0,0,-0.30679615757712858,0,0,0.16105359733309182,-2.6146888697364448,-2.2343531845068796,-0.95837536746078533,-0.0096480700436023196,-0.018496233184097172,0.40448873031957239,-0.0034163514865467549,0.18901544699147346,0.62816220110889143
0.059999999999999991,0.0076699039394282058,0.13192234775816514,0.023009711818284616,0.039883500485026674,0.030679615757712823,0.019941750242513337,0,-0.30679615757712719,0,-0.30679615757712719,0,0,0.17973268003556256,-2.7585628535123199,-2.3426119646633512,-1.0391736861996106,-0.0070001586918630593,-0.018310973305741711,0.40440667370401551,-0.0034157221078462141,0.1897728288093411,0.62816220110889143
0.064999999999999988,0.0076699039394282058,0.1303883669702795,0.023009711818284616,0.038349519697141031,0.030679615757712823,0.019941750242513337,0,-0.30679615757712719,0,-0.30679615757712858,0,0,0.19834538870564028,-2.6125801185137778,-2.2667224204936667,-0.99250747347977741,-0.0041075487765843731,-0.018452561724506343,0.40432270925899838,-0.0034150780959900334,0.190530172971901,0.62816220110889143
0.069999999999999993,0.0076699039394282058,0.1303883669702795,0.023009711818284616,0.036815538909255388,0.030679615757712823,0.019941750242513337,0,0,0,-0.30679615757712858,0,0,0.21680348511756289,-2.5923190857366079,-2.2648837234169714,-0.98288203900326598,-0.0013341171636065364,-0.018463659838757182,0.40435100835744708,-0.0034152951516129974,0.19077347575746345,0.62816220110889143
0.074999999999999997,0.0076699039394282058,0.12885438618239387,0.023009711818284616,0.036815538909255388,0.030679615757712823,0.019941750242513337,0,-0.30679615757712719,0,0,0,0,0.23523814503370732,-2.7053780782308463,-2.3404246060184244,-1.0119827898016349,0.001314128295390073,-0.018339020266522461,0.40423683677465211,-0.0034144194493685165,0.19128747426289183,0.62816220110889143
0.080000000000000002,0.0076699039394282058,0.12885438618239387,0.023009711818284616,0.035281558121369745,0.030679615757712823,0.019941750242513337,0,0,0,-0.30679615757712858,0,0,0.25364567296924512,-2.5939891748618757,-2.2986305087491785,-1.0194507310458989,0.0041519853771523592,-0.018420207133575391,0.40426438931944897,-0.0034146307788844024,0.19153086272638931,0.62816220110889143
0.085000000000000006,0.0076699039394282058,0.12732040539450823,0.023009711818284616,0.035281558121369745,0.030679615757712823,0.019941750242513337,0,-0.30679615757712719,0,0,0,0,0.27195521099416942,-2.6740003361353057,-2.3413844879070145,-0.99680332271500416,0.0068173006168256505,-0.018354751573534094,0.40414905605613488,-0.0034137461664872021,0.19204472746491888,0.62816220110889143
0.090000000000000011,0.0076699039394282058,0.12732040539450823,0.023009711818284616,0.035281558121369745,0.030679615757712823,0.019941750242513337,0,0,0,0,0,0,0.29025964234645413,-2.5626245580706755,-2.2995504753068783,-1.0042678296011716,0.0096449230762603137,-0.018436032285427357,0.40414905605613488,-0.0034137461664872021,0.19204472746491888,0.62816220110889143
0.095000000000000015,0.0076699039394282058,0.12732040539450823,0.023009711818284616,0.035281558121369745,0.030679615757712823,0.019941750242513337,0,0,0,0,0,0,0.30849564949215413,-2.6793490238574242,-2.37655314760273,-1.0358197439907744,0.012268935756026375,-0.018311342113885277,0.40414905605613488,-0.0034137461664872021,0.19204472746491888,0.62816220110889143
