# plant=hardware controller=adaptive_computed_torque payload_g=90 estimator=static_id mass_cal_scale=2.3150099790000001 mass_cal_offset=-0.012286724000000001
t,q0,q1,q2,q3,q4,q5,qd0,qd1,qd2,qd3,qd4,qd5,tau0,tau1,tau2,tau3,tau4,tau5,ee_x,ee_y,ee_z,estimated_payload_mass,compensated_payload_mass
0.0050000000000000001,0.0061359231515425647,0.08283496254582462,0.0046019423636569235,0.026077673394055902,0.030679615757712823,-0.17180584824319181,0,0,0,0,0,0,-0.013730052648452461,-1.0664788463698671,-0.79647394237513391,-0.31680483364856293,-0.040635492789747728,0.19623425306130068,0.40084157021349021,-0.0028330338582456885,0.21374835267934983,0.1794684470099224,0.082831250296706557
0.01,0.0061359231515425647,0.08283496254582462,0.0046019423636569235,0.026077673394055902,0.030679615757712823,-0.17180584824319181,0,0,0,0,0,0,-0.0036366543114800505,-1.0582739805285353,-0.80214862441869195,-0.31217306599632422,-0.037343887707365804,0.1962308333486687,0.40084157021349021,-0.0028330338582456885,0.21374835267934983,0.1794684470099224,0.082831250296706557
0.014999999999999999,0.0061359231515425647,0.08283496254582462,0.0046019423636569235,0.026077673394055902,0.030679615757712823,-0.17180584824319181,0,0,0,0,0,0,0.0063622734448166409,-1.0501459092824945,-0.80777019347791068,-0.3075846500245657,-0.034083090865489822,0.19622744564331787,0.40084157021349021,-0.0028330338582456885,0.21374835267934983,0.1794684470099224,0.082831250296706557
0.02,0.0061359231515425647,0.08283496254582462,0.0046019423636569235,0.026077673394055902,0.030679615757712823,-0.17180584824319181,0,0,0,0,0,0,0.016273469336074282,-1.0420891547683038,-0.81334243817455421,-0.30303649339866773,-0.030850904670217519,0.19622408766212504,0.40084157021349021,-0.0028330338582456885,0.21374835267934983,0.1794684470099224,0.082831250296706557
0.025000000000000001,0.0061359231515425647,0.08283496254582462,0.0046019423636569235,0.026077673394055902,0.030679615757712823,-0.17180584824319181,0,0,0,0,0,0,0.026103434733138024,-1.0340984320587474,-0.81886901369106613,-0.2985256126993529,-0.027645208929260662,0.19622075720238116,0.40084157021349021,-0.0028330338582456885,0.21374835267934983,0.1794684470099224,0.082831250296706557
0.030000000000000002,0.0061359231515425647,0.08283496254582462,0.0046019423636569235,0.026077673394055902,0.030679615757712823,-0.17180584824319181,0,0,0,0,0,0,0.035858436704943326,-1.0261686466892936,-0.82435344348132844,-0.29404913202633443,-0.024463959859616625,0.19621745214076028,0.40084157021349021,-0.0028330338582456885,0.21374835267934983,0.1794684470099224,0.082831250296706557
0.035000000000000003,0.0061359231515425647,0.081300981757938984,0.0046019423636569235,0.026077673394055902,0.030679615757712823,-0.17180584824319181,0,-0.30679615757712719,0,0,0,0,0.045544511061398021,-1.0182948921845538,-0.82979912098142317,-0.28960428160196661,-0.021305189095240051,0.19621417043228853,0.40069215921385415,-0.0028321170723283741,0.21425693326683481,0.1794684470099224,0.082831250296706557
0.040000000000000001,0.0061359231515425647,0.081300981757938984,0.0046019423636569235,0.024543692606170259,0.030679615757712823,-0.17180584824319181,0,0,0,-0.30679615757712858,0,0,0.055269843610603227,-0.93879985068881489,-0.81032602271760523,-0.27513568063580651,-0.017971672622950966,0.19608961006484968,0.40070098203418558,-0.0028321712091553173,0.21450171742984217,0.1794684470099224,0.082831250296706557
0.044999999999999998,0.0061359231515425647,0.079767000970053348,0.0046019423636569235,0.024543692606170259,0.030679615757712823,-0.17180584824319181,0,-0.30679615757712719,0,0,0,0,0.064683144993772049,-0.98915055201411839,-0.83074551477959591,-0.24009531544312956,-0.014969456142996799,0.19614758347237959,0.40055041557511278,-0.0028312473333387137,0.21501008146741588,0.1794684470099224,0.082831250296706557
0.049999999999999996,0.0061359231515425647,0.079767000970053348,0.0046019423636569235,0.024543692606170259,0.030679615757712823,-0.17180584824319181,0,0,0,0,0,0,0.074305002799080672,-0.91877934064506361,-0.81956873723057488,-0.26404820241207372,-0.011738564366809564,0.19607851488354872,0.40055041557511278,-0.0028312473333387137,0.21501008146741588,0.1794684470099224,0.082831250296706557
