# plant=hardware controller=adaptive_computed_torque payload_g=180 estimator=static_id mass_cal_scale=1 mass_cal_offset=0
t,q0,q1,q2,q3,q4,q5,qd0,qd1,qd2,qd3,qd4,qd5,tau0,tau1,tau2,tau3,tau4,tau5,ee_x,ee_y,ee_z,estimated_payload_mass,compensated_payload_mass
0.0050000000000000001,0.0076699039394282058,0.10737865515199488,0.018407769454627694,0.039883500485026674,0.030679615757712823,-0.079767000970053348,0,0,0,0,0,0,-0.028441200671630085,-2.3919859120847367,-1.9297007532924573,-0.93475002206888713,-0.039092790959381243,0.093322705202231307,0.40263367181226689,-0.0034021230869859028,0.19932714704098897,0.4002276994327133,0.4002276994327133
0.01,0.0076699039394282058,0.10737865515199488,0.018407769454627694,0.039883500485026674,0.030679615757712823,-0.079767000970053348,0,0,0,0,0,0,-0.010909687124059313,-2.3807762652113018,-1.9333936684852311,-0.92903352357881019,-0.036031297986934101,0.093318622312617602,0.40263367181226689,-0.0034021230869859028,0.19932714704098897,0.4002276994327133,0.4002276994327133
0.014999999999999999,0.0076699039394282058,0.10737865515199488,0.018407769454627694,0.039883500485026674,0.030679615757712823,-0.079767000970053348,0,0,0,0,0,0,0.0064577377578638887,-2.3696715366036436,-1.9370520193191043,-0.92337052945998321,-0.03299845948835059,0.093314577637383211,0.40263367181226689,-0.0034021230869859028,0.19932714704098897,0.4002276994327133,0.4002276994327133
0.02,0.0076699039394282058,0.10737865515199488,0.018407769454627694,0.039883500485026674,0.030679615757712823,-0.079767000970053348,0,0,0,0,0,0,0.023672778642927321,-2.3586642422984672,-1.9406782713170379,-0.9177572231724771,-0.029992231500846636,0.093310568450644227,0.40263367181226689,-0.0034021230869859028,0.19932714704098897,0.4002276994327133,0.4002276994327133
0.025000000000000001,0.0076699039394282058,0.10737865515199488,0.018407769454627694,0.039883500485026674,0.030679615757712823,-0.079767000970053348,0,0,0,0,0,0,0.040746727948931624,-2.3477471619256916,-1.9442748031636294,-0.91218992259899412,-0.027010642052199548,0.093306592122525317,0.40263367181226689,-0.0034021230869859028,0.19932714704098897,0.4002276994327133,0.4002276994327133
0.030000000000000002,0.0076699039394282058,0.10737865515199488,0.018407769454627694,0.039883500485026674,0.030679615757712823,-0.079767000970053348,0,0,0,0,0,0,0.057690471127959164,-2.3369133353290499,-1.9478439078184282,-0.90666507832149712,-0.024051790237791908,0.093302646117928781,0.40263367181226689,-0.0034021230869859028,0.19932714704098897,0.4002276994327133,0.4002276994327133
0.035000000000000003,0.0076699039394282058,0.10737865515199488,0.018407769454627694,0.039883500485026674,0.030679615757712823,-0.079767000970053348,0,0,0,0,0,0,0.074514491951643391,-2.326156059186685,-1.951387793629241,-0.90117927189784486,-0.021113845297655792,0.09329872799530374,0.40263367181226689,-0.0034021230869859028,0.19932714704098897,0.4002276994327133,0.4002276994327133
0.040000000000000001,0.0076699039394282058,0.10737865515199488,0.018407769454627694,0.039883500485026674,0.030679615757712823,-0.079767000970053348,0,0,0,0,0,0,0.091228877796437596,-2.3154688836317576,-1.9549085854454546,-0.89572921413842366,-0.018195045693516789,0.093294835405415263,0.40263367181226689,-0.0034021230869859028,0.19932714704098897,0.4002276994327133,0.4002276994327133
0.044999999999999998,0.0076699039394282058,0.10737865515199488,0.018407769454627694,0.039883500485026674,0.030679615757712823,-0.079767000970053348,0,0,0,0,0,0,0.10784332492888415,-2.3048456088730371,-1.9584083257313385,-0.89031174338278296,-0.015293698185838102,0.093290966090113392,0.40263367181226689,-0.0034021230869859028,0.19932714704098897,0.4002276994327133,0.4002276994327133
0.049999999999999996,0.0076699039394282058,0.10584467436410924,0.018407769454627694,0.039883500485026674,0.030679615757712823,-0.079767000970053348,0,-0.30679615757712719,0,0,0,0,0.12436714379088351,-2.2942802818155075,-1.9618889756793623,-0.88492382377626344,-0.012408176910864661,0.093287117881102388,0.40250638147367263,-0.0034011467631715198,0.19983850104488821,0.4002276994327133,0.4002276994327133
0.054999999999999993,0.0076699039394282058,0.10584467436410924,0.018407769454627694,0.038349519697141031,0.030679615757712823,-0.079767000970053348,0,0,0,-0.30679615757712858,0,0,0.14082581225104701,-2.163600711067152,-1.9004320185233747,-0.84768397020744723,-0.0094008776606632725,0.093156207543764691,0.40252795284394438,-0.0034013122167537596,0.20008249239751844,0.4002276994327133,0.4002276994327133
0.059999999999999991,0.0076699039394282058,0.10584467436410924,0.018407769454627694,0.038349519697141031,0.030679615757712823,-0.079767000970053348,0,0,0,0,0,0,0.15707918437570373,-2.2364393179017092,-1.9378562722076877,-0.82199627818375631,-0.0066302115310948647,0.093217472645981264,0.40252795284394438,-0.0034013122167537596,0.20008249239751844,0.4002276994327133,0.4002276994327133
0.064999999999999988,0.0076699039394282058,0.10584467436410924,0.018407769454627694,0.036815538909255388,0.030679615757712823,-0.079767000970053348,0,0,0,-0.30679615757712858,0,0,0.17339773925270452,-2.2548842024532214,-1.9682400011404442,-0.86524977346885046,-0.0038226565780030714,0.09327042056740821,0.40254914992194468,-0.0034014747994939383,0.20032651655410894,0.4002276994327133,0.4002276994327133
0.069999999999999993,0.0076699039394282058,0.10431069357622361,0.016873788666742051,0.036815538909255388,0.030679615757712823,-0.079767000970053348,0,-0.30679615757712719,-0.30679615757712858,0,0,0,0.18962768802346902,-2.2143156438924008,-1.9434927444026051,-0.80908270365236512,-0.00094379012214726834,0.093208844055399212,0.40245803049358414,-0.0034007759085266901,0.20128819524237004,0.4002276994327133,0.4002276994327133
0.074999999999999997,0.0076699039394282058,0.10431069357622361,0.015339807878856412,0.035281558121369745,0.030679615757712823,-0.079767000970053348,0,0,-0.30679615757712786,-0.30679615757712858,0,0,0.20575637105959377,-2.0547527817753757,-1.8159974421546146,-0.79222254329308961,0.0021003980262898512,0.093010182169743189,0.40251474267737375,-0.0034012108940582788,0.20198285769938132,0.4002276994327133,0.4002276994327133
