# plant=hardware controller=computed_torque payload_g=90
t,q0,q1,q2,q3,q4,q5,qd0,qd1,qd2,qd3,qd4,qd5,tau0,tau1,tau2,tau3,tau4,tau5,ee_x,ee_y,ee_z,estimated_payload_mass,compensated_payload_mass
0.0050000000000000001,-0.0030679615757712823,0.088970885697367191,0.013805827090970771,-0.0015339807878856412,0.02914563496982718,-0.17180584824319181,0,0,0,0,0,0,0.0052358851286449428,-0.77170986026000321,-0.53815741830353336,-0.13957630414434677,-0.039372557539134108,0.19626011546605651,0.401471698038528,0.00048240499851926366,0.21340821698990964,nan,nan
0.01,-0.0030679615757712823,0.088970885697367191,0.013805827090970771,-0.0015339807878856412,0.02914563496982718,-0.17180584824319181,0,0,0,0,0,0,0.013442248329282386,-0.76431383445987278,-0.54437209750743565,-0.13523459906474422,-0.036022356013367042,0.19625657864458684,0.401471698038528,0.00048240499851926366,0.21340821698990964,nan,nan
0.014999999999999999,-0.0030679615757712823,0.088970885697367191,0.013805827090970771,-0.0015339807878856412,0.02914563496982718,-0.17180584824319181,0,0,0,0,0,0,0.021571802919884076,-0.75698703280295987,-0.55052860954766281,-0.13093353078419584,-0.032703511169755353,0.19625307492649494,0.401471698038528,0.00048240499851926366,0.21340821698990964,nan,nan
0.02,-0.0030679615757712823,0.088970885697367191,0.013805827090970771,-0.0015339807878856412,0.02914563496982718,-0.17180584824319181,0,0,0,0,0,0,0.029630027763581548,-0.74972451743651736,-0.55663110356749923,-0.12667020062428494,-0.029413786293304323,0.19624960195047159,0.401471698038528,0.00048240499851926366,0.21340821698990964,nan,nan
0.025000000000000001,-0.0030679615757712823,0.088970885697367191,0.013805827090970771,-0.0015339807878856412,0.02914563496982718,-0.17180584824319181,0,0,0,0,0,0,0.037622208752071132,-0.74252152442426711,-0.56268358257295359,-0.12244181200115745,-0.026151023448520123,0.19624615743837548,0.401471698038528,0.00048240499851926366,0.21340821698990964,nan,nan
0.030000000000000002,-0.0030679615757712823,0.088970885697367191,0.013805827090970771,-0.0015339807878856412,0.02914563496982718,-0.17180584824319181,0,0,0,0,0,0,0.045553441279606699,-0.73537346151670191,-0.5686899053063128,-0.11824566911661696,-0.022913142469416128,0.19624273919416688,0.401471698038528,0.00048240499851926366,0.21340821698990964,nan,nan
0.035000000000000003,-0.0030679615757712823,0.088970885697367191,0.013805827090970771,-0.0015339807878856412,0.02914563496982718,-0.17180584824319181,0,0,0,0,0,0,0.053428632716992358,-0.72827590592138691,-0.57465378811969692,-0.11407917564922036,-0.019698139949519404,0.19623934510284136,0.401471698038528,0.00048240499851926366,0.21340821698990964,nan,nan
0.040000000000000001,-0.0030679615757712823,0.088970885697367191,0.013805827090970771,-0.0015339807878856412,0.02914563496982718,-0.17180584824319181,0,0,0,0,0,0,0.061252504885575348,-0.72122460207326256,-0.58057880684861529,-0.10993983344537311,-0.016504088231877035,0.19623597312936353,0.401471698038528,0.00048240499851926366,0.21340821698990964,nan,nan
0.044999999999999998,-0.0030679615757712823,0.088970885697367191,0.013805827090970771,-0.0015339807878856412,0.02914563496982718,-0.17180584824319181,0,0,0,0,0,0,0.069029596531238663,-0.71421545940494446,-0.58646839868551981,-0.10582524121042455,-0.013329134399062571,0.19623262131760094,0.401471698038528,0.00048240499851926366,0.21340821698990964,nan,nan
0.049999999999999996,-0.0030679615757712823,0.088970885697367191,0.013805827090970771,-0.0015339807878856412,0.02914563496982718,-0.17180584824319181,0,0,0,0,0,0,0.076764265798393877,-0.70724455011702614,-0.59232586405336007,-0.10173309319976319,-0.01017149926318239,0.19622928778925763,0.401471698038528,0.00048240499851926366,0.21340821698990964,nan,nan
0.054999999999999993,-0.0030679615757712823,0.088970885697367191,0.013805827090970771,-0.0015339807878856412,0.02914563496982718,-0.17180584824319181,0,0,0,0,0,0,0.084460692703973925,-0.7003081069483803,-0.59815436847913883,-0.097661177909912161,-0.0070294763558821057,0.19622597074280795,0.401471698038528,0.00048240499851926366,0.21340821698990964,nan,nan
0.059999999999999991,-0.0030679615757712823,0.088970885697367191,0.013805827090970771,-0.0015339807878856412,0.027611654181941541,-0.17180584824319181,0,0,0,0,-0.30679615757712786,0,0.092122881611425775,-0.69340252094646115,-0.60395694446746628,-0.093607376769624634,-0.0039014309183530104,0.19622266845243036,0.40147168292247593,0.00046400767923882941,0.21340751260847085,nan,nan
0.064999999999999988,-0.0030679615757712823,0.088970885697367191,0.012271846303085129,-0.0015339807878856412,0.027611654181941541,-0.17180584824319181,0,0,-0.30679615757712825,0,0,0,0.099698820920465309,-0.68631588925205234,-0.60954920159725989,-0.089491386562751407,0.035390073859759424,0.19621938175374976,0.40149101647311347,0.00046406699401540553,0.21385904772016612,nan,nan
0.069999999999999993,-0.0030679615757712823,0.088970885697367191,0.010737865515199488,-0.0015339807878856412,0.026077673394055902,-0.17180584824319181,0,0,-0.30679615757712825,0,-0.30679615757712786,0,0.10730902698007252,-0.66645370331922393,-0.56755193732309472,-0.081857213576797233,0.0042279939681381627,0.19609810029938241,0.40150964163419783,0.00044572797028737457,0.21430987927617165,nan,nan
0.074999999999999997,-0.0030679615757712823,0.088970885697367191,0.009203884727313847,-0.0015339807878856412,0.026077673394055902,-0.17180584824319181,0,0,-0.30679615757712825,0,0,0,0.11483141469857094,-0.65884382650199058,-0.57087588004799361,-0.077608862014895863,0.043506987983667651,0.19609108534640118,0.40152759093416684,0.00044578303822276436,0.21476147146779895,nan,nan
0.080000000000000002,-0.0030679615757712823,0.088970885697367191,0.0076699039394282058,-0.0015339807878856412,0.024543692606170259,-0.17180584824319181,0,0,-0.30679615757712825,0,-0.30679615757712858,0,0.12246076554558794,-0.65162804957541287,-0.57454582072058935,-0.073523686469433414,0.012151186291803583,0.19608428006857156,0.40154483132358554,0.00042744091706205272,0.21521232967147355,nan,nan
0.085000000000000006,-0.0030679615757712823,0.088970885697367191,0.0061359231515425647,-0.0015339807878856412,0.024543692606170259,-0.17180584824319181,0,0,-0.30679615757712825,0,0,0,0.12994786257062338,-0.64403943369037431,-0.57783294413013619,-0.069292232221596015,0.051415239434952256,0.19607729629821607,0.40156139624770804,0.00042749173777221691,0.21566397469529436,nan,nan
0.090000000000000011,-0.0030679615757712823,0.088970885697367191,0.0046019423636569235,-0.0015339807878856412,0.024543692606170259,-0.17180584824319181,0,0,-0.30679615757712825,0,0,0,0.13754828051623683,-0.63683992212498897,-0.58147070687462676,-0.065220727183126437,0.020047103913787397,0.1960704685991059,0.40157726834108387,0.00042754043289760114,0.21611564459811791,nan,nan
0.095000000000000015,-0.0030679615757712823,0.088970885697367191,0.0046019423636569235,-0.0015339807878856412,0.024543692606170259,-0.17180584824319181,0,0,0,0,0,0,0.14507652341586988,-0.62945771290214736,-0.58491689472104025,-0.06107825098929888,0.023125587046314365,0.19606334759328592,0.40157726834108387,0.00042754043289760114,0.21611564459811791,nan,nan
0.10000000000000002,-0.0030679615757712823,0.088970885697367191,0.0030679615757712823,-0.0015339807878856412,0.024543692606170259,-0.17180584824319181,0,0,-0.30679615757712825,0,0,0,0.15264041584563529,-0.63537249959691733,-0.63630536247829395,-0.060629649575106304,0.026016389902291218,0.19617461454721091,0.40159244756636442,0.00042758700232361992,0.21656733831712136,nan,nan
0.10500000000000002,-0.0030679615757712823,0.088970885697367191,0.0030679615757712823,-0.0015339807878856412,0.024543692606170259,-0.17180584824319181,0,0,0,0,0,0,0.16010667195094647,-0.61529954368132667,-0.59402525838683073,-0.052964253744493095,0.029265398623327367,0.19605296475384795,0.40159244756636442,0.00042758700232361992,0.21656733831712136,nan,nan
